web-scraper-order,web-scraper-start-url,Link,Link-href,name,price,capacity,type,frequency,latency,image-src
"1698054027-54","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/719667-pamiec-ram-ddr5-gskill-32gb-2x16gb-5600mhz-cl36-trident-z5-rgb.html","G.SKILL 32GB (2x16GB) 5600MHz CL36 Trident Z5 RGB","619,00 zł","32 GB","DDR5","5600 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/2/pr_2022_2_2_12_14_36_90_02.jpg"
"1698054032-55","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/719671-pamiec-ram-ddr5-gskill-32gb-2x16gb-6000mhz-cl40-trident-z5.html","G.SKILL 32GB (2x16GB) 6000MHz CL40 Trident Z5","639,00 zł","32 GB","DDR5","6000 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/2/pr_2022_2_2_12_4_0_902_00.jpg"
"1698054039-56","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/719676-pamiec-ram-ddr5-gskill-32gb-2x16gb-5600mhz-cl36-ripjaws-s5.html","G.SKILL 32GB (2x16GB) 5600MHz CL36 Ripjaws S5","469,00 zł","32 GB","DDR5","5600 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/2/pr_2022_2_2_12_42_41_686_00.jpg"
"1698054045-57","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/745577-pamiec-ram-ddr5-patriot-32gb-2x16gb-6200mhz-cl40-viper-venom.html","Patriot 32GB (2x16GB) 6200MHz CL40 Viper Venom","659,00 zł","32 GB","DDR5","6200 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/5/pr_2022_5_10_13_4_4_266_01.jpg"
"1698054050-58","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1042896-pamiec-ram-ddr5-kingston-fury-16gb-1x16gb-5200mhz-cl40-beast-rgb.html","Kingston FURY 16GB (1x16GB) 5200MHz CL40 Beast RGB","329,00 zł","16 GB","DDR5","5200 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/5/pr_2022_5_23_9_34_37_607_00.jpg"
"1698054061-59","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1043027-pamiec-ram-ddr5-kingston-fury-16gb-1x16gb-5600mhz-cl40-beast-rgb.html","Kingston FURY 16GB (1x16GB) 5600MHz CL40 Beast RGB","349,00 zł","16 GB","DDR5","5600 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/5/pr_2022_5_23_9_34_37_607_00.jpg"
"1698054067-60","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1043030-pamiec-ram-ddr5-kingston-fury-32gb-2x16gb-6000mhz-cl40-beast-rgb.html","Kingston FURY 32GB (2x16GB) 6000MHz CL40 Beast RGB","689,00 zł","32 GB","DDR5","6000 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/5/pr_2022_5_23_9_20_42_827_01.jpg"
"1698054079-61","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1050108-pamiec-ram-ddr4-patriot-8gb-2x4gb-3200mhz-cl16-viper-steel.html","Patriot 8GB (2x4GB) 3200MHz CL16 Viper Steel","209,00 zł","8 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/2/pr_2019_2_1_13_8_17_828_00.jpg"
"1698054085-62","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1054404-pamiec-ram-ddr4-patriot-32gb-2x16gb-3200mhz-cl16-viper-steel-rgb.html","Patriot 32GB (2x16GB) 3200MHz CL16 Viper Steel RGB","409,00 zł","32 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/1/pr_2021_1_20_16_38_39_951_00.jpg"
"1698054093-63","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1054408-pamiec-ram-ddr4-patriot-16gb-2x8gb-3200mhz-cl16-viper-steel-rgb.html","Patriot 16GB (2x8GB) 3200MHz CL16 Viper Steel RGB","239,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/1/pr_2021_1_20_16_38_39_951_00.jpg"
"1698054099-64","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1060062-pamiec-ram-ddr4-team-group-16gb-2x8gb-3600mhz-cl18-t-force-vulcan-z.html","Team Group 16GB (2x8GB) 3600MHz CL18 T-Force Vulcan Z","209,00 zł","16 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/8/pr_2022_8_1_11_28_15_404_01.jpg"
"1698054108-65","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1063394-pamiec-ram-ddr5-kingston-fury-16gb-1x16gb-6000mhz-cl32-renegade-silver.html","Kingston FURY 16GB (1x16GB) 6000MHz CL32 Renegade Silver","369,00 zł","16 GB","DDR5","6000 MHz","CL 32","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/8/pr_2022_8_11_11_37_11_206_00.jpg"
"1698054114-66","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1063537-pamiec-ram-ddr5-kingston-fury-16gb-1x16gb-6000mhz-cl32-renegade-rgb.html","Kingston FURY 16GB (1x16GB) 6000MHz CL32 Renegade RGB","389,00 zł","16 GB","DDR5","6000 MHz","CL 32","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/8/pr_2022_8_11_9_4_6_10_01.jpg"
"1698054121-67","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1063539-pamiec-ram-ddr5-kingston-fury-16gb-1x16gb-6400mhz-cl32-renegade-rgb.html","Kingston FURY 16GB (1x16GB) 6400MHz CL32 Renegade RGB","449,00 zł","16 GB","DDR5","6400 MHz","CL 32","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/8/pr_2022_8_11_9_4_6_10_01.jpg"
"1698054127-68","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1067764-pamiec-ram-ddr5-kingston-fury-32gb-1x32gb-5600mhz-cl40-beast-black.html","Kingston FURY 32GB (1x32GB) 5600MHz CL40 Beast Black","579,00 zł","32 GB","DDR5","5600 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_29_8_50_46_107_02.jpg"
"1698054135-69","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1072088-pamiec-ram-ddr5-kingston-fury-16gb-1x16gb-6000mhz-cl36-beast-black-expo-amd.html","Kingston FURY 16GB (1x16GB) 6000MHz CL36 Beast Black EXPO AMD","339,00 zł","16 GB","DDR5","6000 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_13_13_8_23_316_00.jpg"
"1698054142-70","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1072094-pamiec-ram-ddr5-kingston-fury-16gb-1x16gb-5600mhz-cl36-beast-rgb-expo-amd.html","Kingston FURY 16GB (1x16GB) 5600MHz CL36 Beast RGB EXPO AMD","349,00 zł","16 GB","DDR5","5600 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_13_13_15_14_109_00.jpg"
"1698054148-71","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1073062-pamiec-ram-ddr4-kingston-fury-8gb-1x8gb-3200mhz-cl16-beast-white-rgb.html","Kingston FURY 8GB (1x8GB) 3200MHz CL16 Beast White RGB","169,00 zł","8 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_19_13_32_57_587_02.jpg"
"1698054157-72","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1073096-pamiec-ram-ddr4-kingston-fury-16gb-1x16gb-3600mhz-cl18-beast-white-rgb.html","Kingston FURY 16GB (1x16GB) 3600MHz CL18 Beast White RGB","289,00 zł","16 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_19_13_32_57_587_02.jpg"
"1698054166-73","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1076706-pamiec-ram-ddr5-kingston-fury-64gb-2x32gb-4800mhz-cl38-beast-rgb.html","Kingston FURY 64GB (2x32GB) 4800MHz CL38 Beast RGB","1 149,00 zł","64 GB","DDR5","4800 MHz","CL 38","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/5/pr_2022_5_23_9_20_42_827_01.jpg"
"1698054171-74","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1077240-pamiec-ram-serwerowa-hpe-16gb-1rx4-pc4-2933y-r-smart-kit.html","HPE 16GB 1Rx4 PC4-2933Y-R Smart Kit","519,00 zł","16 GB","DDR4","2933 MHz","","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_29_7_52_20_392_00.jpg"
"1698054179-75","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1077281-pamiec-ram-serwerowa-hpe-32gb-2rx4-pc4-2933y-r-smart-kit.html","HPE 32GB 2Rx4 PC4-2933Y-R Smart Kit","979,00 zł","32 GB","DDR4","2933 MHz","","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_29_8_10_26_986_00.jpg"
"1698054187-76","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1077283-pamiec-ram-serwerowa-hpe-16gb-1rx8-pc4-3200aa-e-stnd-kit.html","HPE 16GB 1Rx8 PC4-3200AA-E STND Kit","379,00 zł","16 GB","DDR4","3200 MHz","","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_29_8_19_50_654_00.jpg"
"1698054191-77","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1080072-pamiec-ram-ddr5-corsair-32gb-2x16gb-5600mhz-cl36-vengeance-rgb-amd-expo.html","Corsair 32GB (2x16GB) 5600MHz CL36  Vengeance RGB AMD EXPO","699,00 zł","32 GB","DDR5","5600 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_12_12_12_6_78_02.jpg"
"1698054198-78","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1080082-pamiec-ram-ddr5-corsair-32gb-2x16gb-5600mhz-cl36-vengeance-amd-expo.html","Corsair 32GB (2x16GB) 5600MHz CL36  Vengeance AMD EXPO","599,00 zł","32 GB","DDR5","5600 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_12_6_59_34_681_00.jpg"
"1698054206-79","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1080994-pamiec-ram-ddr5-corsair-64gb-2x32gb-5600mhz-cl40-vengeance-amd-expo.html","Corsair 64GB (2x32GB) 5600MHz CL40  Vengeance  AMD EXPO","1 099,00 zł","64 GB","DDR5","5600 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_12_6_59_34_681_00.jpg"
"1698054211-80","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1082982-pamiec-ram-ddr4-hp-32gb-1x32gb-3200mhz.html","HP 32GB (1x32GB) 3200MHz","1 449,00 zł","32 GB","DDR4","3200 MHz","","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_19_11_55_48_758_00.jpg"
"1698054216-81","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1082996-pamiec-ram-ddr4-hp-4gb-1x4gb-3200mhz.html","HP 4GB (1x4GB) 3200MHz","259,00 zł","4 GB","DDR4","3200 MHz","","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/10/pr_2022_10_19_7_26_37_415_00.jpg"
"1698054222-82","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1092044-pamiec-ram-serwerowa-dell-memory-upgrade-16gb-1rx8-ddr4-udimm-3200mhz-ecc.html","Dell Memory Upgrade - 16GB - 1Rx8 DDR4 UDIMM 3200MHz ECC","999,00 zł","16 GB","DDR4","3200 MHz","","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_25_10_44_6_862_00.jpg"
"1698054227-83","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1099554-pamiec-ram-serwerowa-dell-memory-upgrade-32gb-2rx4-ddr4-rdimm-3200mhz.html","Dell Memory Upgrade - 32GB - 2Rx4 DDR4 RDIMM 3200MHz","1 359,00 zł","32 GB","DDR4","3200 MHz","1,2 V","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/11/pr_2020_11_24_11_36_19_223_00.jpg"
"1698054233-84","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1105878-pamiec-ram-ddr4-patriot-16gb-2x8gb-3600mhz-cl18-viper-4.html","Patriot 16GB (2x8GB) 3600MHz CL18 Viper 4","289,00 zł","16 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/2/pr_2019_2_13_11_20_54_936_00.jpg"
"1698054239-85","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1105883-pamiec-ram-ddr4-patriot-64gb-2x32gb-3600mhz-cl18-viper4.html","Patriot 64GB (2x32GB) 3600MHz CL18 Viper4","929,00 zł","64 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/2/pr_2019_2_13_11_20_54_936_00.jpg"
"1698054245-86","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1113986-pamiec-ram-ddr4-dell-memory-upgrade-16gb-1rx8-ddr4-udimm-3200mhz.html","Dell Memory Upgrade - 16GB - 1RX8 DDR4 UDIMM 3200MHz","815,00 zł","16 GB","DDR4","3200 MHz","1,2 V","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/2/pr_2023_2_3_9_31_28_899_00.jpg"
"1698054250-87","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1115205-pamiec-ram-ddr4-silicon-power-8gb-1x8gb-3200mhz-cl16-xpower-zenith.html","Silicon Power 8GB (1x8GB) 3200MHz CL16 XPOWER Zenith","109,00 zł","8 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_6_14_41_47_103_01.jpg"
"1698054256-88","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1115984-pamiec-ram-ddr5-kingston-fury-32gb-1x32gb-5200mhz-cl36-beast-black-expo.html","Kingston FURY 32GB (1x32GB) 5200MHz CL36 Beast Black EXPO","549,00 zł","32 GB","DDR5","5200 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_13_13_8_23_316_00.jpg"
"1698054265-89","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1115998-pamiec-ram-ddr5-kingston-fury-32gb-1x32gb-5600mhz-cl36-beast-black-expo.html","Kingston FURY 32GB (1x32GB) 5600MHz CL36 Beast Black EXPO","579,00 zł","32 GB","DDR5","5600 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_13_13_8_23_316_00.jpg"
"1698054271-90","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1116203-pamiec-ram-ddr5-kingston-fury-32gb-1x32gb-6000mhz-cl40-beast-rgb-xmp.html","Kingston FURY 32GB (1x32GB) 6000MHz CL40 Beast RGB XMP","649,00 zł","32 GB","DDR5","6000 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_13_13_15_14_109_00.jpg"
"1698054277-91","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1116357-pamiec-ram-serwerowa-dell-memory-upgrade-32gb-2rx8-ddr4-udimm-3200mhz-ecc.html","Dell Memory Upgrade - 32GB - 2RX8 DDR4 UDIMM 3200MHz ECC","1 799,00 zł","32 GB","DDR4","3200 MHz","","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/2/pr_2023_2_10_14_25_43_73_00.jpg"
"1698054282-92","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1128393-pamiec-ram-ddr5-goodram-32gb-1x32gb-4800mhz-cl40.html","GOODRAM 32GB (1x32GB) 4800MHz CL40","409,00 zł","32 GB","DDR5","4800 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_20_8_30_4_352_01.jpg"
"1698054288-93","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1136144-pamiec-ram-ddr4-apacer-16gb-2x8gb-3600mhz-cl18-zadak-spark-rgb.html","Apacer 16GB (2x8GB) 3600MHz CL18 ZADAK SPARK RGB","239,00 zł","16 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_11_14_52_9_420_00.jpg"
"1698054294-94","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1138732-pamiec-ram-ddr5-patriot-32gb-2x16gb-5600mhz-cl36-venom-rgb.html","Patriot 32GB (2x16GB) 5600MHz CL36 Venom RGB","1 279,00 zł","32 GB","DDR5","5600 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_17_14_29_17_82_00.jpg"
"1698054302-95","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1138959-pamiec-ram-ddr5-kingston-fury-32gb-2x16gb-5200mhz-cl36-beast-white-rgb-expo.html","Kingston FURY 32GB (2x16GB) 5200MHz CL36 Beast White RGB EXPO","659,00 zł","32 GB","DDR5","5200 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_25_8_57_36_69_01.jpg"
"1698054306-96","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1138960-pamiec-ram-ddr5-kingston-fury-64gb-2x32gb-5200mhz-cl36-beast-white-rgb-expo.html","Kingston FURY 64GB (2x32GB) 5200MHz CL36 Beast White RGB EXPO","1 069,00 zł","64 GB","DDR5","5200 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_18_14_48_58_943_00.jpg"
"1698054313-97","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1138963-pamiec-ram-ddr5-kingston-fury-64gb-2x32gb-5200mhz-cl36-beast-white-expo.html","Kingston FURY 64GB (2x32GB) 5200MHz CL36 Beast White EXPO","1 019,00 zł","64 GB","DDR5","5600 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_18_14_56_30_447_00.jpg"
"1698054318-98","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1138970-pamiec-ram-ddr5-kingston-fury-32gb-2x16gb-5200mhz-cl40-beast-white-rgb-xmp.html","Kingston FURY 32GB (2x16GB) 5200MHz CL40 Beast White RGB XMP","609,00 zł","32 GB","DDR5","5200 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_18_14_48_58_943_00.jpg"
"1698054322-99","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1138971-pamiec-ram-ddr5-kingston-fury-64gb-2x32gb-5200mhz-cl40-beast-white-rgb-xmp.html","Kingston FURY 64GB (2x32GB) 5200MHz CL40 Beast White RGB XMP","1 069,00 zł","64 GB","DDR5","5200 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_18_14_48_58_943_00.jpg"
"1698054327-100","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1138975-pamiec-ram-ddr5-kingston-fury-32gb-2x16gb-5200mhz-cl40-beast-white-xmp.html","Kingston FURY 32GB (2x16GB) 5200MHz CL40 Beast White XMP","599,00 zł","32 GB","DDR5","5200 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_18_15_24_5_321_00.jpg"
"1698054333-101","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1138976-pamiec-ram-ddr5-kingston-fury-64gb-2x32gb-5200mhz-cl40-beast-white-xmp.html","Kingston FURY 64GB (2x32GB) 5200MHz CL40 Beast White XMP","1 019,00 zł","64 GB","DDR5","5200 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_18_15_24_5_321_00.jpg"
"1698054338-102","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1138985-pamiec-ram-ddr5-kingston-fury-64gb-2x32gb-5600mhz-cl36-beast-white-rgb-expo.html","Kingston FURY 64GB (2x32GB) 5600MHz CL36 Beast White RGB EXPO","1 119,00 zł","64 GB","DDR5","5600 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_18_14_48_58_943_00.jpg"
"1698054344-103","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1138986-pamiec-ram-ddr5-kingston-fury-32gb-2x16gb-5600mhz-cl36-beast-white-expo.html","Kingston FURY 32GB (2x16GB) 5600MHz CL36 Beast White EXPO","589,00 zł","32 GB","DDR5","5600 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_18_14_56_30_447_00.jpg"
"1698054349-104","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1139008-pamiec-ram-ddr5-kingston-fury-64gb-2x32gb-6000mhz-cl32-fury-renegade-rgb-white-xmp.html","Kingston FURY 64GB (2x32GB) 6000MHz CL32 FURY Renegade RGB White XMP","1 359,00 zł","64 GB","DDR5","6000 MHz","CL 32","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_18_15_7_56_868_00.jpg"
"1698054354-105","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1139009-pamiec-ram-ddr5-kingston-fury-32gb-2x16gb-6000mhz-cl32-fury-renegade-white-xmp.html","Kingston FURY 32GB (2x16GB) 6000MHz CL32 FURY Renegade White XMP","699,00 zł","32 GB","DDR5","6000 MHz","CL 32","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_18_15_28_38_261_00.jpg"
