web-scraper-order,web-scraper-start-url,link,link-href,name,price,diagonal,resolution,matrix,image-src
"1698058852-732","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/734974-monitor-led-22-dell-p2223hc.html","Dell P2223HC","779,00 zł","22""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/3/pr_2022_3_23_14_38_12_210_04.jpg"
"1698058858-733","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/744034-monitor-led-27-nec-multisync-e273f-czarny.html","Nec MultiSync E273F czarny","779,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/5/pr_2022_5_5_8_54_35_92_06.jpg"
"1698058862-734","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1078095-monitor-led-32-i-wiekszy-dell-p3223qe.html","Dell P3223QE","2 379,00 zł","31,5""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_13_23_35_507_00.jpg"
"1698058868-735","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1080483-monitor-led-24-asus-tuf-gaming-vg249qm1a-270hz.html","ASUS TUF Gaming VG249QM1A 270Hz","1 259,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_25_15_29_3_466_00.jpg"
"1698058873-736","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1090650-monitor-led-24-iiyama-xub2494hsu-b2.html","iiyama XUB2494HSU-B2","699,00 zł","23,8""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_16_10_50_22_666_00.jpg"
"1698058878-737","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1099447-monitor-led-27-iiyama-g-master-gb2870uhsu-b1-red-eagle.html","iiyama G-Master GB2870UHSU-B1 Red Eagle","2 699,00 zł","28""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_16_14_4_15_750_00.jpg"
"1698058884-738","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1130415-monitor-led-27-lenovo-legion-y27h-30.html","Lenovo Legion Y27h-30","1 799,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_23_14_51_54_892_00.jpg"
"1698058892-739","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1142222-monitor-led-32-i-wiekszy-iiyama-prolite-xcb3494wqsn-b5.html","iiyama Prolite XCB3494WQSN-B5","1 997,00 zł","34""","3440 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_16_13_26_9_396_00.jpg"
"1698058897-740","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1142223-monitor-led-32-i-wiekszy-iiyama-prolite-xub3293uhsn-b5.html","iiyama Prolite XUB3293UHSN-B5","2 199,00 zł","31,5""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_16_13_33_24_166_00.jpg"
"1698058903-741","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1142508-monitor-led-27-asus-rog-swift-oled-pg27aqdm.html","ASUS ROG Swift OLED PG27AQDM","4 999,00 zł","27""","2560 x 1440","OLED","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_10_10_48_53_134_00.jpg"
"1698058910-742","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1142823-monitor-led-27-acer-nitro-qg270s3bipx.html","Acer Nitro QG270S3BIPX","849,00 zł","27""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_9_13_50_35_379_00.jpg"
"1698058917-743","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1145168-monitor-led-27-lenovo-legion-y27f-30.html","Lenovo Legion Y27f-30","1 299,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_17_12_31_3_271_00.jpg"
"1698058923-744","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1155760-monitor-led-32-i-wiekszy-samsung-smart-s32cm801uuxdu.html","Samsung Smart S32CM801UUXDU","2 499,00 zł","32""","3840 x 2160","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_28_15_46_55_581_00.jpg"
"1698058929-745","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1158876-monitor-led-32-i-wiekszy-samsung-odyssey-g9-lc49g95tsspxen.html","Samsung Odyssey G9 LC49G95TSSPXEN","4 449,00 zł","49""","5120 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_6_10_42_57_233_00.jpg"
"1698058935-746","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1163335-monitor-led-24-iiyama-xub2490hsuc-b5.html","iiyama XUB2490HSUC-B5","899,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_27_9_51_13_464_01.jpg"
"1698058941-747","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1163336-monitor-led-24-iiyama-xub2493qsu-b5.html","iiyama XUB2493QSU-B5","999,00 zł","23,8""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_27_11_40_41_279_00.jpg"
"1698058948-748","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1163372-monitor-led-22-iiyama-xub2294hsu-w2.html","iiyama XUB2294HSU-W2","599,00 zł","21,5""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_28_14_55_49_725_01.jpg"
"1698058955-749","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1165199-monitor-led-32-i-wiekszy-dell-s3221qsa.html","Dell S3221QSA","1 729,00 zł","31,5""","3840 x 2160","LED, TFT","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_3_12_42_41_461_00.jpg"
"1698058961-750","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1165207-monitor-led-32-i-wiekszy-acer-nitro-xv345curvbmiphuzx.html","Acer Nitro XV345CURVBMIPHUZX","2 199,00 zł","34""","3440 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_2_7_24_57_396_00.jpg"
"1698058967-751","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1165210-monitor-led-24-acer-nitro-qg240ys3bipx.html","Acer Nitro QG240YS3BIPX","729,00 zł","23,8""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_3_11_48_17_558_00.jpg"
"1698058973-752","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1166460-monitor-led-27-dell-alienwere-aw2724hf.html","Dell Alienwere AW2724HF","1 799,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_11_9_23_31_998_00.jpg"
"1698058980-753","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169505-monitor-led-27-philips-momentum-27m1n3500ls-00.html","Philips Momentum 27M1N3500LS/00","989,00 zł","27""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_22_13_14_35_365_00.jpg"
"1698058986-754","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169549-monitor-led-27-aoc-27v5c-bk.html","AOC 27V5C/BK","809,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_23_11_50_47_455_00.jpg"
"1698058991-755","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169586-monitor-led-32-i-wiekszy-aoc-u34v5c-bk.html","AOC U34V5C/BK","1 409,00 zł","34""","3440 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_23_10_9_4_488_00.jpg"
"1698058997-756","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1179691-monitor-led-27-gigabyte-gs27q.html","Gigabyte GS27Q","1 099,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_14_11_59_20_541_00.jpg"
"1698059005-757","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/457453-monitor-led-27-philips-276e8vjsb-00-4k.html","Philips 276E8VJSB/00 4K","1 109,00 zł","27""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_9_13_23_624_00.jpg"
"1698059013-758","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/602004-monitor-led-24-dell-u2421e.html","Dell U2421E","1 439,00 zł","24,1""","1920 x 1200","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_10_59_14_256_00.jpg"
"1698059018-759","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/708406-monitor-led-24-dell-s2422hz.html","Dell S2422HZ","1 149,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_10_42_22_840_00.jpg"
"1698059024-760","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/709268-monitor-led-32-i-wiekszy-hp-u32-4k.html","HP U32 4K","2 169,00 zł","31,5""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_5_8_37_29_15_00.jpg"
"1698059030-761","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/744054-monitor-led-27-benq-pd2705u.html","BenQ PD2705U","2 199,00 zł","27""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_13_6_59_14_348_00.jpg"
"1698059036-762","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1078089-monitor-led-24-dell-e2423hn.html","Dell E2423HN","449,00 zł","23,8""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_6_58_53_585_00.jpg"
"1698059043-763","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1090014-monitor-led-27-acer-predator-xb273uzbmiipruzx.html","Acer Predator XB273UZBMIIPRUZX","3 199,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_8_9_20_42_439_00.jpg"
"1698059050-764","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1125927-monitor-led-27-samsung-ls27c310eauxen.html","Samsung LS27C310EAUXEN","549,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_20_11_50_12_116_00.jpg"
"1698059056-765","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1130425-monitor-led-32-i-wiekszy-lenovo-legion-y32p-30.html","Lenovo Legion Y32p-30","3 499,00 zł","31,5""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_23_14_15_43_918_00.jpg"
"1698059063-766","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1140682-monitor-led-32-i-wiekszy-samsung-odyssey-g8-ls32bg850npxen.html","Samsung Odyssey G8 LS32BG850NPXEN","4 499,00 zł","32""","3840 x 2160","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_2_14_21_43_388_00.jpg"
"1698059069-767","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1143757-monitor-led-32-i-wiekszy-samsung-odyssey-g7-ls32bg750npxen.html","Samsung Odyssey G7 LS32BG750NPXEN","4 299,00 zł","32""","3840 x 2160","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_2_10_54_8_885_00.jpg"
"1698059074-768","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1166458-monitor-led-32-i-wiekszy-dell-u4323qe.html","Dell U4323QE","4 559,00 zł","42,5""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_11_9_50_15_967_00.jpg"
"1698059080-769","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169511-monitor-led-32-i-wiekszy-philips-evnia-32m1c5200w-00.html","Philips Evnia 32M1C5200W/00","1 039,00 zł","31,5""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_23_9_25_39_333_00.jpg"
"1698059086-770","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169533-monitor-led-24-aoc-24g2sae-bk.html","AOC 24G2SAE/BK","659,00 zł","23,8""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_23_9_22_51_639_00.jpg"
"1698059093-771","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169572-monitor-led-27-aoc-c27g2e-bk.html","AOC C27G2E/BK","779,00 zł","27""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_23_13_15_1_159_00.jpg"
"1698059098-772","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1173524-monitor-led-27-msi-mag-274upf.html","MSI MAG 274UPF","2 699,00 zł","27""","3840 x 2160","LED, Rapid IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_1_11_43_37_311_00.jpg"
"1698059106-773","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1186338-monitor-led-27-gigabyte-m27u.html","Gigabyte M27U","2 549,00 zł","27""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/10/pr_2023_10_9_12_15_48_132_00.jpg"
"1698059115-774","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/372373-monitor-led-27-philips-273v7qdsb-00.html","Philips 273V7QDSB/00","519,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_14_57_39_85_00.jpg"
"1698059122-775","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/514813-monitor-led-24-philips-245e1s-00.html","Philips 245E1S/00","659,00 zł","23,8""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_7_44_42_35_00.jpg"
"1698059128-776","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/581681-monitor-led-27-benq-pd2705q-czarny.html","BenQ PD2705Q czarny","1 779,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_13_6_57_46_674_00.jpg"
"1698059135-777","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/605504-monitor-led-24-benq-zowie-xl2411k-czarny.html","BenQ ZOWIE XL2411K czarny","1 099,00 zł","24""","1920 x 1080","LED, TN","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_30_8_10_0_996_00.jpg"
"1698059140-778","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/624842-monitor-led-32-i-wiekszy-asus-tuf-vg34vql1b.html","ASUS TUF VG34VQL1B","1 999,00 zł","34""","3440 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_28_12_57_12_113_00.jpg"
"1698059146-779","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/644610-monitor-led-27-iiyama-xu2792qsu-b1.html","iiyama XU2792QSU-B1","979,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/4/pr_2021_4_12_14_13_28_678_00.jpg"
"1698059153-780","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/651485-monitor-led-24-philips-241v8la-00.html","Philips 241V8LA/00","429,00 zł","23,8""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_15_0_57_547_00.jpg"
"1698059160-781","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/678448-monitor-led-27-dell-s2722dgm.html","Dell S2722DGM","1 229,00 zł","27""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/9/pr_2021_9_2_9_38_42_460_09.jpg"
"1698059168-782","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/690772-monitor-led-32-i-wiekszy-gigabyte-m32u-hdr-kvm-hdmi-21.html","Gigabyte M32U HDR KVM HDMI 2.1","3 299,00 zł","31,5""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_9_49_58_472_00.jpg"
"1698059172-783","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/691580-monitor-led-32-i-wiekszy-gigabyte-m34wq-czarny-hdr-kvm.html","Gigabyte M34WQ czarny HDR KVM","2 149,00 zł","34""","3440 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_9_59_26_125_00.jpg"
"1698059181-784","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/723018-monitor-led-27-lenovo-g27e-20-czarny.html","Lenovo G27e-20 czarny","699,00 zł","27""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/4/pr_2022_4_19_12_53_10_275_00.jpg"
"1698059187-785","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/744049-monitor-led-32-i-wiekszy-benq-ex3210u.html","BenQ EX3210U","3 499,00 zł","32""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_30_15_2_53_164_00.jpg"
"1698059193-786","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/744056-monitor-led-32-i-wiekszy-benq-pd3420q.html","BenQ PD3420Q","4 149,00 zł","34""","3440 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_13_7_10_41_340_00.jpg"
"1698059201-787","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/747845-monitor-led-27-philips-momentum-5000-27m1n5500za.html","Philips Momentum 5000 27M1N5500ZA","1 489,00 zł","27""","2560 x 1440","LED, Nano IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_9_49_21_364_00.jpg"
"1698059206-788","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1068220-monitor-led-27-dell-s2723hc.html","Dell S2723HC","859,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_4_12_18_22_12_00.jpg"
"1698059214-789","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1071605-monitor-led-27-lenovo-g27-30.html","Lenovo G27-30","769,00 zł","27""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_13_9_3_5_393_06.jpg"
"1698059220-790","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1078090-monitor-led-24-dell-alienware-aw2523hf.html","Dell Alienware AW2523HF","1 829,00 zł","24,5""","1920 x 1080","LED, TFT, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_13_9_13_208_00.jpg"
"1698059226-791","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1079052-monitor-led-27-msi-modern-md272p.html","MSI Modern MD272P","899,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_1_10_56_27_806_00.jpg"
"1698059232-792","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1089013-monitor-led-32-i-wiekszy-aoc-u34e2m.html","AOC U34E2M","1 199,00 zł","34""","3440 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_5_13_37_59_143_00.jpg"
"1698059238-793","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1130421-monitor-led-27-lenovo-q27h-20.html","Lenovo Q27h-20","1 399,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_24_7_31_54_976_06.jpg"
"1698059246-794","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1142213-monitor-led-24-iiyama-prolite-xub2492hsn-b5.html","iiyama Prolite XUB2492HSN-B5","879,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_16_11_39_48_449_00.jpg"
"1698059251-795","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1142723-monitor-led-24-acer-vero-b247ybmiprxv.html","Acer Vero B247YBMIPRXV","799,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_13_12_54_1_931_00.jpg"
"1698059261-796","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1144808-monitor-led-27-asus-rog-strix-xg27aqmr.html","ASUS ROG Strix XG27AQMR","3 399,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_5_9_49_1_519_00.jpg"
"1698059265-797","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1145169-monitor-led-24-lenovo-l25e-40.html","Lenovo L25e-40","499,00 zł","24,5""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_17_11_23_20_461_00.jpg"
"1698059273-798","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1158888-monitor-led-27-samsung-s27c390eaux-curved.html","Samsung S27C390EAUX Curved","799,00 zł","27""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_6_12_10_24_743_00.jpg"
"1698059279-799","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1165193-monitor-led-27-dell-e2724hs.html","Dell E2724HS","679,00 zł","27""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_3_7_46_39_150_00.jpg"
"1698059285-800","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1167618-monitor-led-27-gigabyte-gs27qc.html","Gigabyte GS27QC","999,00 zł","27""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_8_16_10_42_98_00.jpg"
"1698059293-801","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169547-monitor-led-27-aoc-27g2sae-bk.html","AOC 27G2SAE/BK","749,00 zł","27""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_23_9_22_51_639_00.jpg"
"1698059359-802","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/514818-monitor-led-32-i-wiekszy-philips-325e1c-00.html","Philips 325E1C/00","999,00 zł","31,5""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_8_40_51_92_00.jpg"
